Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Set,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDA33,6.48,0.033968647,3,OUT045,18,0,1,886.8456,train,0,1,0,0
FDC08,19.0,0.173154079,4,OUT010,22,0,0,452.744,train,1,0,0,0
FDB53,13.35,0.139735226,3,OUT045,18,0,1,3877.6192,train,0,1,0,0
FDY31,5.98,0.043351896,3,OUT027,35,1,0,4414.254,train,0,0,0,1
DRQ35,9.3,0.042086652,2,OUT027,35,1,0,5448.9072,train,0,0,0,1
FDX36,9.695,0.12848269,4,OUT049,21,1,2,4950.8888,train,0,1,0,0
DRD13,15.0,0.049357077,1,OUT017,13,0,1,958.752,train,0,1,0,0
FDC52,11.15,0.008326735,3,OUT017,13,0,1,1956.1204,train,0,1,0,0
FDB45,20.85,0.021362955,2,OUT049,21,1,2,2404.2038,train,0,1,0,0
NCK19,9.8,0.151420934,4,OUT010,22,0,0,387.4956,train,1,0,0,0
FDV51,16.35,0.032511818,3,OUT013,33,2,0,994.7052,train,0,1,0,0
FDZ35,9.6,0.022323658,2,OUT045,18,0,1,1754.383,train,0,1,0,0
NCW17,18.0,0.019292355,2,OUT027,35,1,0,3340.9844,train,0,0,0,1
FDV59,13.35,0.048124443,4,OUT045,18,0,1,3918.8988,train,0,1,0,0
DRH39,20.7,0.09261307,1,OUT013,33,2,0,306.268,train,0,1,0,0
FDN60,15.1,0.094697274,3,OUT027,35,1,0,4278.4308,train,0,0,0,1
FDU55,16.2,0.035984104,4,OUT045,18,0,1,4425.5726,train,0,1,0,0
FDN58,13.8,0.056596985,4,OUT027,35,1,0,9267.936,train,0,0,0,1
FDC41,15.6,0.2047,1,OUT019,35,0,2,229.701,train,1,0,0,0
FDO01,21.1,0.020618324,2,OUT027,35,1,0,2055.9904,train,0,0,0,1
NCO43,5.5,0.04709821,2,OUT046,23,0,2,3339.6528,train,0,1,0,0
FDQ07,15.1,0.087584126,4,OUT045,18,0,1,6410.3224,train,0,1,0,0
FDF28,15.7,0.038078899,2,OUT017,13,0,1,1992.0736,train,0,1,0,0
FDM01,7.895,0.095102092,2,OUT017,13,0,1,2870.9296,train,0,1,0,0
FDY49,17.2,0.011953902,3,OUT027,35,1,0,2807.0128,train,0,0,0,1
FDR24,17.35,0.062799379,1,OUT013,33,2,0,539.298,train,0,1,0,0
NCY18,7.285,0.031125709,3,OUT013,33,2,0,4377.635,train,0,1,0,0
NCY30,20.25,0.026005891,3,OUT045,18,0,1,2716.464,train,0,1,0,0
FDJ22,18.75,0.09246392,4,OUT019,35,0,2,383.5008,train,1,0,0,0
DRI37,15.85,0.107765165,1,OUT049,21,1,2,703.0848,train,0,1,0,0
FDL27,6.17,0.010647477,1,OUT049,21,1,2,1937.478,train,0,1,0,0
NCO30,19.5,0.015749341,3,OUT049,21,1,2,3307.6944,train,0,1,0,0
NCB07,19.2,0.077628053,4,OUT049,21,1,2,3142.576,train,0,1,0,0
FDX25,16.7,0.0,3,OUT018,11,1,0,2554.0088,train,0,0,1,0
FDP59,20.85,0.056695731,2,OUT018,11,1,0,1869.5664,train,0,0,1,0
FDR59,14.5,0.063993068,4,OUT045,18,0,1,5494.8474,train,0,1,0,0
FDT27,11.395,0.069529262,4,OUT013,33,2,0,6093.4016,train,0,1,0,0
DRI01,7.97,0.034452949,3,OUT046,23,0,2,2586.633,train,0,1,0,0
FDU09,7.71,0.06670068,1,OUT049,21,1,2,1255.6988,train,0,1,0,0
FDH26,19.25,0.034699737,2,OUT046,23,0,2,4093.3384,train,0,1,0,0
FDH27,7.075,0.058346939,2,OUT046,23,0,2,3163.8816,train,0,1,0,0
FDN39,19.35,0.065203103,3,OUT027,35,1,0,5033.448,train,0,0,0,1
FDH40,11.6,0.078929571,1,OUT046,23,0,2,1137.1864,train,0,1,0,0
FDJ56,8.985,0.182514881,2,OUT027,35,1,0,2696.49,train,0,0,0,1
DRN47,12.1,0.016895293,3,OUT018,11,1,0,898.83,train,0,0,1,0
NCO17,10.0,0.073379745,2,OUT046,23,0,2,2756.412,train,0,1,0,0
FDX60,14.35,0.08075758,1,OUT045,18,0,1,878.856,train,0,1,0,0
FDT22,10.395,0.112271498,1,OUT049,21,1,2,659.142,train,0,1,0,0
FDX26,17.7,0.153741385,3,OUT019,35,0,2,182.4292,train,1,0,0,0
FDG45,8.1,0.127929521,4,OUT013,33,2,0,3610.6334,train,0,1,0,0
FDD44,8.05,0.07838564,4,OUT035,16,0,1,5153.292,train,0,1,0,0
FDS15,9.195,0.078502143,2,OUT017,13,0,1,2588.6304,train,0,1,0,0
FDL51,20.7,0.047684831,4,OUT018,11,1,0,1286.3256,train,0,0,1,0
FDL32,15.7,0.123159656,2,OUT017,13,0,1,1230.3984,train,0,1,0,0
FDZ07,15.1,0.0,1,OUT027,35,1,0,1733.7432,train,0,0,0,1
NCW53,18.35,0.053392944,4,OUT019,35,0,2,384.8324,train,1,0,0,0
NCA54,16.5,0.036715907,3,OUT045,18,0,1,3969.4996,train,0,1,0,0
FDX09,9.0,0.065236932,3,OUT035,16,0,1,7763.228,train,0,1,0,0
FDO51,6.785,0.041947547,1,OUT013,33,2,0,809.6128,train,0,1,0,0
FDW49,19.5,0.082888496,3,OUT018,11,1,0,1253.7014,train,0,0,1,0
FDB27,7.575,0.055390121,4,OUT046,23,0,2,5715.2272,train,0,1,0,0
FDF45,18.2,0.012194556,1,OUT013,33,2,0,1464.76,train,0,1,0,0
FDV02,16.75,0.060495243,3,OUT013,33,2,0,3251.1014,train,0,1,0,0
FDY28,7.47,0.0,4,OUT035,16,0,1,4274.436,train,0,1,0,0
FDX31,20.35,0.014753811,4,OUT027,35,1,0,5375.0034,train,0,0,0,1
FDR43,18.2,0.160707489,1,OUT027,35,1,0,1318.284,train,0,0,0,1
FDP51,13.85,0.085622362,2,OUT018,11,1,0,2251.7356,train,0,0,1,0
FDL52,6.635,0.046350909,1,OUT017,13,0,1,1176.4686,train,0,1,0,0
FDR44,6.11,0.102920886,2,OUT046,23,0,2,3523.4136,train,0,1,0,0
FDB34,15.25,0.026604781,1,OUT035,16,0,1,610.5386,train,0,1,0,0
FDC50,15.85,0.0,2,OUT035,16,0,1,1237.7222,train,0,1,0,0
FDT57,15.2,0.031860325,4,OUT010,22,0,0,474.0496,train,1,0,0,0
FDP22,14.65,0.0,1,OUT027,35,1,0,717.7324,train,0,0,0,1
DRE49,20.75,0.021250002,3,OUT046,23,0,2,2580.6408,train,0,1,0,0
FDM40,10.195,0.159936948,3,OUT046,23,0,2,2552.6772,train,0,1,0,0
FDY32,7.605,0.129503146,3,OUT045,18,0,1,3914.904,train,0,1,0,0
FDW07,18.0,0.142688846,1,OUT046,23,0,2,796.9626,train,0,1,0,0
FDU02,13.35,0.179484411,4,OUT019,35,0,2,916.1408,train,1,0,0,0
NCF18,18.35,0.089163056,4,OUT045,18,0,1,3259.7568,train,0,1,0,0
FDQ56,6.59,0.105761491,1,OUT049,21,1,2,1677.816,train,0,1,0,0
FDN58,13.8,0.056960814,4,OUT049,21,1,2,3707.1744,train,0,1,0,0
FDG35,21.2,0.00704098,3,OUT046,23,0,2,2954.1546,train,0,1,0,0
FDY34,10.5,0.011026594,3,OUT018,11,1,0,2652.5472,train,0,0,1,0
NCE19,8.97,0.093203257,1,OUT045,18,0,1,1037.3164,train,0,1,0,0
NCK31,10.895,0.026916794,1,OUT027,35,1,0,717.7324,train,0,0,0,1
NCJ29,10.6,0.035264298,1,OUT045,18,0,1,426.112,train,0,1,0,0
FDT59,13.65,0.015908424,4,OUT035,16,0,1,6911.004,train,0,1,0,0
NCX41,19.0,0.017719277,4,OUT046,23,0,2,3811.0392,train,0,1,0,0
FDU45,15.6,0.035334201,2,OUT027,35,1,0,2277.036,train,0,0,0,1
FDW24,6.8,0.065652494,1,OUT019,35,0,2,48.6034,train,1,0,0,0
FDF22,6.865,0.056919038,4,OUT049,21,1,2,5770.4886,train,0,1,0,0
FDM60,10.8,0.048143292,1,OUT046,23,0,2,690.4346,train,0,1,0,0
FDR02,16.7,0.022047313,2,OUT013,33,2,0,1890.2062,train,0,1,0,0
DRP35,18.85,0.090427268,2,OUT027,35,1,0,3195.84,train,0,0,0,1
FDS48,15.15,0.027779254,3,OUT046,23,0,2,1504.708,train,0,1,0,0
NCZ42,10.5,0.0,4,OUT010,22,0,0,711.0744,train,1,0,0,0
FDZ38,17.6,0.008033611,3,OUT018,11,1,0,4311.055,train,0,0,1,0
FDH19,19.35,0.033088472,3,OUT046,23,0,2,521.3214,train,0,1,0,0
NCB55,15.7,0.160663021,1,OUT046,23,0,2,829.5868,train,0,1,0,0
FDC15,18.1,0.178975721,3,OUT017,13,0,1,1571.288,train,0,1,0,0
FDF11,10.195,0.017627888,4,OUT035,16,0,1,2403.538,train,0,1,0,0
FDW35,10.6,0.0194158,1,OUT019,35,0,2,83.8908,train,1,0,0,0
FDB44,6.655,0.016993225,4,OUT045,18,0,1,844.2344,train,0,1,0,0
NCC06,19.0,0.027139013,2,OUT017,13,0,1,2940.1728,train,0,1,0,0
FDR04,7.075,0.03777249,2,OUT010,22,0,0,291.6204,train,1,0,0,0
FDB17,13.15,0.036746479,3,OUT045,18,0,1,3259.7568,train,0,1,0,0
FDW43,20.1,0.022460102,4,OUT049,21,1,2,3415.554,train,0,1,0,0
FDA27,20.35,0.0,4,OUT018,11,1,0,5624.6784,train,0,0,1,0
NCU41,18.85,0.05213575,4,OUT049,21,1,2,6687.961,train,0,1,0,0
FDY56,16.35,0.062508438,4,OUT049,21,1,2,5642.655,train,0,1,0,0
FDV39,11.3,0.007309544,4,OUT018,11,1,0,4943.565,train,0,0,1,0
FDN32,17.5,0.015623754,3,OUT018,11,1,0,3135.2522,train,0,0,1,0
FDW07,18.0,0.142978223,1,OUT045,18,0,1,796.9626,train,0,1,0,0
FDZ27,7.935,0.017191055,1,OUT045,18,0,1,848.895,train,0,1,0,0
FDW23,5.765,0.143592939,1,OUT019,35,0,2,38.6164,train,1,0,0,0
FDU01,20.25,0.011995271,3,OUT046,23,0,2,4997.4948,train,0,1,0,0
FDF10,15.5,0.15717236,3,OUT049,21,1,2,588.5672,train,0,1,0,0
DRH03,17.25,0.061393095,1,OUT019,35,0,2,372.848,train,1,0,0,0
FDW27,5.86,0.264124669,3,OUT019,35,0,2,155.1314,train,1,0,0,0
DRI13,15.35,0.020310046,4,OUT013,33,2,0,3038.7112,train,0,1,0,0
NCR05,10.1,0.054630834,4,OUT046,23,0,2,1587.2672,train,0,1,0,0
FDB29,16.7,0.052517969,2,OUT045,18,0,1,687.1056,train,0,1,0,0
FDL51,20.7,0.047565208,4,OUT049,21,1,2,1929.4884,train,0,1,0,0
FDB11,16.0,0.060797393,4,OUT013,33,2,0,3600.6464,train,0,1,0,0
FDI35,14.0,0.041291169,3,OUT046,23,0,2,2181.1608,train,0,1,0,0
FDX08,12.85,0.022604051,3,OUT046,23,0,2,3428.2042,train,0,1,0,0
FDP59,20.85,0.056580228,2,OUT045,18,0,1,623.1888,train,0,1,0,0
NCJ18,12.35,0.164196823,2,OUT049,21,1,2,2133.2232,train,0,1,0,0
FDJ41,6.85,0.022976497,4,OUT018,11,1,0,3401.5722,train,0,0,1,0
FDU08,10.3,0.027310252,2,OUT035,16,0,1,1289.6546,train,0,1,0,0
FDS09,8.895,0.141975462,1,OUT019,35,0,2,50.6008,train,1,0,0,0
DRH15,8.775,0.0,1,OUT013,33,2,0,790.9704,train,0,1,0,0
NCV17,18.85,0.01619866,2,OUT017,13,0,1,3147.9024,train,0,1,0,0
NCO54,19.5,0.014205168,1,OUT027,35,1,0,2486.763,train,0,0,0,1
FDE24,14.85,0.09344495,2,OUT035,16,0,1,1139.8496,train,0,1,0,0
FDH53,20.5,0.019199733,1,OUT046,23,0,2,1816.3024,train,0,1,0,0
FDZ13,7.84,0.154120252,1,OUT018,11,1,0,199.74,train,0,0,1,0
FDW28,18.25,0.089004389,4,OUT045,18,0,1,978.726,train,0,1,0,0
FDU46,10.3,0.011117041,1,OUT013,33,2,0,2683.174,train,0,1,0,0
NCE43,12.5,0.103422709,3,OUT035,16,0,1,2897.5616,train,0,1,0,0
FDS26,20.35,0.089035961,4,OUT027,35,1,0,9158.079,train,0,0,0,1
FDB14,20.25,0.102723919,1,OUT046,23,0,2,1957.452,train,0,1,0,0
DRB48,16.75,0.024733134,1,OUT027,35,1,0,1296.3126,train,0,0,0,1
NCC42,15.0,0.044871033,2,OUT013,33,2,0,2528.7084,train,0,1,0,0
FDQ20,8.325,0.029760052,1,OUT013,33,2,0,284.2966,train,0,1,0,0
FDA13,15.85,0.078999287,1,OUT017,13,0,1,759.012,train,0,1,0,0
FDZ15,13.1,0.020870744,2,OUT046,23,0,2,1787.673,train,0,1,0,0
NCV42,6.26,0.031599715,2,OUT017,13,0,1,2431.5016,train,0,1,0,0
DRI51,17.25,0.042413704,3,OUT018,11,1,0,4466.1864,train,0,0,1,0
FDO28,5.765,0.072284689,2,OUT035,16,0,1,2048.6666,train,0,1,0,0
NCS54,13.6,0.009984847,3,OUT013,33,2,0,1940.807,train,0,1,0,0
FDH16,10.5,0.052852621,1,OUT017,13,0,1,2067.309,train,0,1,0,0
FDG24,7.975,0.014660821,1,OUT045,18,0,1,2663.2,train,0,1,0,0
FDR52,12.65,0.076354362,4,OUT018,11,1,0,1146.5076,train,0,0,1,0
NCH06,12.3,0.076709639,4,OUT045,18,0,1,3448.844,train,0,1,0,0
FDA36,5.985,0.005677876,3,OUT045,18,0,1,1665.8316,train,0,1,0,0
FDU56,16.85,0.0,3,OUT027,35,1,0,8114.7704,train,0,0,0,1
FDT09,15.15,0.012282366,2,OUT049,21,1,2,1713.7692,train,0,1,0,0
FDU25,12.35,0.026681262,1,OUT046,23,0,2,810.9444,train,0,1,0,0
FDK41,14.3,0.127541722,1,OUT046,23,0,2,1193.1136,train,0,1,0,0
NCT54,8.695,0.119513002,1,OUT035,16,0,1,856.8846,train,0,1,0,0
FDV51,16.35,0.054463442,3,OUT010,22,0,0,165.7842,train,1,0,0,0
FDM24,6.135,0.0,3,OUT045,18,0,1,1057.9562,train,0,1,0,0
NCO30,19.5,0.015756784,3,OUT045,18,0,1,2205.1296,train,0,1,0,0
FDQ45,9.5,0.010907967,3,OUT013,33,2,0,2940.1728,train,0,1,0,0
DRK59,8.895,0.07543556,4,OUT035,16,0,1,3046.7008,train,0,1,0,0
FDW28,18.25,0.0,4,OUT046,23,0,2,3327.6684,train,0,1,0,0
FDC02,21.35,0.115194717,4,OUT010,22,0,0,520.6556,train,1,0,0,0
FDR21,19.7,0.066922802,3,OUT035,16,0,1,2999.429,train,0,1,0,0
FDN48,13.35,0.064636203,1,OUT027,35,1,0,2113.2492,train,0,0,0,1
FDT44,16.6,0.103195401,2,OUT045,18,0,1,942.7728,train,0,1,0,0
FDX14,13.1,0.13121032,1,OUT019,35,0,2,75.2354,train,1,0,0,0
FDH57,10.895,0.035747522,2,OUT046,23,0,2,1581.9408,train,0,1,0,0
FDH28,15.85,0.192650072,1,OUT019,35,0,2,37.9506,train,1,0,0,0
NCT41,15.7,0.098031771,3,OUT019,35,0,2,151.8024,train,1,0,0,0
FDO11,8.0,0.030118338,4,OUT027,35,1,0,3486.1288,train,0,0,0,1
NCP42,8.51,0.016201845,4,OUT017,13,0,1,4262.4516,train,0,1,0,0
FDN09,14.15,0.05837308,4,OUT010,22,0,0,731.0484,train,1,0,0,0
FDP32,6.65,0.087652908,2,OUT035,16,0,1,1398.8458,train,0,1,0,0
FDV57,15.25,0.065999008,3,OUT049,21,1,2,2336.958,train,0,1,0,0
FDW28,18.25,0.088750333,4,OUT013,33,2,0,2348.9424,train,0,1,0,0
FDR56,15.5,0.100277876,4,OUT027,35,1,0,7094.7648,train,0,0,0,1
FDA40,16.0,0.099252438,1,OUT035,16,0,1,1054.6272,train,0,1,0,0
NCG42,19.2,0.0,2,OUT045,18,0,1,1298.31,train,0,1,0,0
NCK54,12.15,0.0,2,OUT017,13,0,1,2330.3,train,0,1,0,0
FDE16,8.895,0.026384672,4,OUT049,21,1,2,4584.6988,train,0,1,0,0
FDB15,10.895,0.228993134,4,OUT010,22,0,0,527.3136,train,1,0,0,0
FDC40,16.0,0.065431917,1,OUT017,13,0,1,1869.5664,train,0,1,0,0
FDE53,10.895,0.026749991,2,OUT027,35,1,0,2876.256,train,0,0,0,1
FDK24,9.195,0.0,1,OUT018,11,1,0,407.4696,train,0,0,1,0
FDW31,11.35,0.043333912,4,OUT018,11,1,0,2189.8162,train,0,0,1,0
NCX29,10.0,0.089656812,3,OUT017,13,0,1,1603.9122,train,0,1,0,0
NCM07,9.395,0.039954281,1,OUT035,16,0,1,2013.3792,train,0,1,0,0
DRN36,15.2,0.087854925,2,OUT019,35,0,2,95.8752,train,1,0,0,0
FDQ37,20.75,0.149404057,4,OUT010,22,0,0,774.9912,train,1,0,0,0
FDK43,9.8,0.0268952,2,OUT045,18,0,1,2403.538,train,0,1,0,0
FDK28,5.695,0.065857092,4,OUT018,11,1,0,4380.2982,train,0,0,1,0
FDR43,18.2,0.161817014,1,OUT045,18,0,1,219.714,train,0,1,0,0
FDL48,19.35,0.082197959,1,OUT013,33,2,0,729.051,train,0,1,0,0
DRL23,18.35,0.015335349,2,OUT045,18,0,1,1393.5194,train,0,1,0,0
NCX42,6.36,0.00599072,3,OUT045,18,0,1,5262.4832,train,0,1,0,0
DRD37,9.8,0.013898123,1,OUT018,11,1,0,372.848,train,0,0,1,0
FDZ47,20.7,0.078912473,2,OUT027,35,1,0,3273.7386,train,0,0,0,1
NCJ54,9.895,0.059776237,4,OUT027,35,1,0,5344.3766,train,0,0,0,1
FDL52,6.635,0.0,1,OUT013,33,2,0,303.6048,train,0,1,0,0
FDC15,18.1,0.297883712,3,OUT010,22,0,0,314.2576,train,1,0,0,0
NCD19,8.93,0.022059594,1,OUT010,22,0,0,276.307,train,1,0,0,0
FDD08,8.3,0.03532494,1,OUT013,33,2,0,721.0614,train,0,1,0,0
NCN18,8.895,0.124967595,2,OUT045,18,0,1,3467.4864,train,0,1,0,0
FDY56,16.35,0.062411404,4,OUT046,23,0,2,5416.9488,train,0,1,0,0
NCI29,8.6,0.032754431,2,OUT018,11,1,0,283.6308,train,0,0,1,0
NCE06,5.825,0.160178832,3,OUT019,35,0,2,323.5788,train,1,0,0,0
FDC08,19.0,0.104035148,4,OUT017,13,0,1,5206.556,train,0,1,0,0
FDU52,7.56,0.06390019,3,OUT045,18,0,1,2503.408,train,0,1,0,0
FDN16,12.6,0.062648111,2,OUT013,33,2,0,1960.781,train,0,1,0,0
NCM55,15.6,0.111685868,3,OUT010,22,0,0,370.1848,train,1,0,0,0
FDR49,8.71,0.233039817,1,OUT010,22,0,0,95.8752,train,1,0,0,0
FDC15,18.1,0.17824575,3,OUT049,21,1,2,3299.7048,train,0,1,0,0
FDB53,13.35,0.140241213,3,OUT017,13,0,1,2684.5056,train,0,1,0,0
FDK44,16.6,0.0,3,OUT046,23,0,2,2085.2856,train,0,1,0,0
FDA16,6.695,0.033935576,4,OUT035,16,0,1,2210.456,train,0,1,0,0
FDO19,17.7,0.016516275,1,OUT027,35,1,0,2187.153,train,0,0,0,1
FDO04,16.6,0.026537206,1,OUT046,23,0,2,1049.9666,train,0,1,0,0
NCL19,15.35,0.015673267,3,OUT035,16,0,1,2719.793,train,0,1,0,0
FDA44,19.7,0.089083914,1,OUT010,22,0,0,56.593,train,1,0,0,0
FDR60,14.3,0.131152799,1,OUT017,13,0,1,231.6984,train,0,1,0,0
FDV37,13.0,0.083109455,4,OUT027,35,1,0,5734.5354,train,0,0,0,1
FDG53,10.0,0.045818773,2,OUT013,33,2,0,1398.18,train,0,1,0,0
DRG01,14.8,0.044869794,1,OUT035,16,0,1,1531.34,train,0,1,0,0
FDB38,19.5,0.0,3,OUT019,35,0,2,319.584,train,1,0,0,0
FDI27,8.71,0.04605781,1,OUT049,21,1,2,633.8416,train,0,1,0,0
FDD29,12.15,0.030815427,4,OUT010,22,0,0,1014.6792,train,1,0,0,0
NCR41,17.85,0.01806055,2,OUT045,18,0,1,2094.6068,train,0,1,0,0
FDW44,9.5,0.035205866,3,OUT049,21,1,2,2386.2272,train,0,1,0,0
FDU21,11.8,0.076705948,1,OUT035,16,0,1,780.9834,train,0,1,0,0
FDI14,14.1,0.089677773,2,OUT046,23,0,2,1693.7952,train,0,1,0,0
FDW50,13.1,0.132327406,3,OUT019,35,0,2,334.2316,train,1,0,0,0
FDN39,19.35,0.065520388,3,OUT046,23,0,2,1342.2528,train,0,1,0,0
FDT31,19.75,0.012518707,4,OUT017,13,0,1,4916.2672,train,0,1,0,0
FDJ14,10.3,0.050353695,1,OUT017,13,0,1,1757.712,train,0,1,0,0
NCQ43,17.75,0.110762642,2,OUT027,35,1,0,1637.868,train,0,0,0,1
FDZ22,9.395,0.045050674,1,OUT027,35,1,0,1747.725,train,0,0,0,1
FDU38,10.8,0.083016832,4,OUT017,13,0,1,2876.256,train,0,1,0,0
FDS32,17.75,0.0,2,OUT045,18,0,1,1966.7732,train,0,1,0,0
DRH13,8.575,0.023983258,2,OUT018,11,1,0,958.752,train,0,0,1,0
DRF03,19.1,0.075836522,1,OUT010,22,0,0,81.2276,train,1,0,0,0
FDJ20,20.7,0.100330684,2,OUT049,21,1,2,1238.388,train,0,1,0,0
FDE22,9.695,0.051778173,3,OUT019,35,0,2,319.584,train,1,0,0,0
FDX22,6.785,0.022970468,4,OUT035,16,0,1,4418.2488,train,0,1,0,0
DRM11,6.57,0.066014596,4,OUT013,33,2,0,2863.6058,train,0,1,0,0
FDL58,5.78,0.07429945,4,OUT045,18,0,1,1845.5976,train,0,1,0,0
FDL25,6.92,0.131128467,1,OUT049,21,1,2,1561.9668,train,0,1,0,0
FDD40,20.25,0.014816356,4,OUT049,21,1,2,3848.324,train,0,1,0,0
FDT08,13.65,0.049318315,3,OUT045,18,0,1,2097.27,train,0,1,0,0
FDO22,13.5,0.017960492,1,OUT017,13,0,1,639.168,train,0,1,0,0
NCM41,16.5,0.035801238,1,OUT018,11,1,0,559.272,train,0,0,1,0
FDJ21,16.7,0.038606365,3,OUT045,18,0,1,2770.3938,train,0,1,0,0
FDC53,8.68,0.008871687,2,OUT018,11,1,0,295.6152,train,0,0,1,0
DRK35,8.365,0.125793938,1,OUT019,35,0,2,37.9506,train,1,0,0,0
FDQ09,7.235,0.058369013,2,OUT018,11,1,0,1267.0174,train,0,0,1,0
DRB48,16.75,0.0,1,OUT046,23,0,2,353.5398,train,0,1,0,0
DRE25,15.35,0.073269336,1,OUT035,16,0,1,1118.544,train,0,1,0,0
FDL08,10.8,0.049677651,4,OUT013,33,2,0,4655.2736,train,0,1,0,0
NCV42,6.26,0.031470832,2,OUT049,21,1,2,1547.3192,train,0,1,0,0
FDW03,5.63,0.024579432,2,OUT049,21,1,2,1045.306,train,0,1,0,0
FDL25,6.92,0.131665479,1,OUT017,13,0,1,275.6412,train,0,1,0,0
FDC17,12.15,0.015523707,4,OUT018,11,1,0,2735.1064,train,0,0,1,0
FDK44,16.6,0.122475364,3,OUT045,18,0,1,347.5476,train,0,1,0,0
FDE34,9.195,0.107891398,3,OUT046,23,0,2,3817.0314,train,0,1,0,0
FDP10,19.0,0.128065918,2,OUT035,16,0,1,1905.5196,train,0,1,0,0
FDZ22,9.395,0.045361705,1,OUT045,18,0,1,665.8,train,0,1,0,0
NCK19,9.8,0.090390357,4,OUT013,33,2,0,2324.9736,train,0,1,0,0
FDO44,12.6,0.087029712,2,OUT027,35,1,0,3205.1612,train,0,0,0,1
NCU41,18.85,0.052054819,4,OUT046,23,0,2,2101.9306,train,0,1,0,0
NCF31,9.13,0.051952573,3,OUT045,18,0,1,1821.6288,train,0,1,0,0
FDG14,9.0,0.050786366,3,OUT017,13,0,1,3643.2576,train,0,1,0,0
NCH30,17.1,0.067141355,2,OUT035,16,0,1,2942.836,train,0,1,0,0
FDR36,6.715,0.121485195,1,OUT013,33,2,0,587.2356,train,0,1,0,0
NCJ30,5.82,0.080640478,3,OUT046,23,0,2,2886.243,train,0,1,0,0
FDR08,18.7,0.037699254,2,OUT045,18,0,1,2223.772,train,0,1,0,0
FDU04,7.93,0.0,2,OUT018,11,1,0,487.3656,train,0,0,1,0
NCQ50,18.75,0.034501405,4,OUT017,13,0,1,5770.4886,train,0,1,0,0
FDL46,20.35,0.053795154,2,OUT027,35,1,0,1414.1592,train,0,0,0,1
DRK37,5.0,0.044004675,4,OUT046,23,0,2,5502.837,train,0,1,0,0
FDK48,7.445,0.0,1,OUT046,23,0,2,2181.8266,train,0,1,0,0
FDV58,20.85,0.121250374,4,OUT046,23,0,2,1565.9616,train,0,1,0,0
FDN27,20.85,0.0,2,OUT018,11,1,0,1054.6272,train,0,0,1,0
FDZ52,19.2,0.100230114,2,OUT049,21,1,2,1667.829,train,0,1,0,0
NCF42,17.35,0.167383061,3,OUT046,23,0,2,2812.3392,train,0,1,0,0
FDQ48,14.3,0.034404732,2,OUT035,16,0,1,489.363,train,0,1,0,0
FDW49,19.5,0.082719632,3,OUT045,18,0,1,2865.6032,train,0,1,0,0
FDR58,6.675,0.041913535,1,OUT035,16,0,1,1665.8316,train,0,1,0,0
NCE07,8.18,0.0132043,3,OUT017,13,0,1,2694.4926,train,0,1,0,0
FDK14,6.98,0.041105789,1,OUT046,23,0,2,1555.9746,train,0,1,0,0
FDC11,20.5,0.141106202,1,OUT027,35,1,0,3836.3396,train,0,0,0,1
FDL22,16.85,0.036463975,1,OUT045,18,0,1,543.2928,train,0,1,0,0
NCQ41,14.8,0.01946418,4,OUT013,33,2,0,1950.794,train,0,1,0,0
FDX46,12.3,0.0,1,OUT013,33,2,0,177.7686,train,0,1,0,0
FDC35,7.435,0.123086812,4,OUT045,18,0,1,1035.319,train,0,1,0,0
FDH45,15.1,0.105646853,1,OUT035,16,0,1,949.4308,train,0,1,0,0
FDX33,9.195,0.118149377,3,OUT017,13,0,1,1283.6624,train,0,1,0,0
DRJ35,10.1,0.046545786,1,OUT013,33,2,0,484.7024,train,0,1,0,0
FDC40,16.0,0.065009745,1,OUT013,33,2,0,934.7832,train,0,1,0,0
FDO19,17.7,0.016630303,1,OUT045,18,0,1,534.6374,train,0,1,0,0
FDP13,8.1,0.134532392,1,OUT049,21,1,2,878.856,train,0,1,0,0
FDP24,20.6,0.083133128,2,OUT049,21,1,2,1332.9316,train,0,1,0,0
NCQ42,20.35,0.039428167,2,OUT018,11,1,0,3560.6984,train,0,0,1,0
FDY59,8.195,0.0,1,OUT018,11,1,0,647.8234,train,0,0,1,0
FDU14,17.75,0.034823127,4,OUT045,18,0,1,4993.5,train,0,1,0,0
FDB21,7.475,0.148492521,4,OUT035,16,0,1,1691.7978,train,0,1,0,0
FDT32,19.0,0.065901299,4,OUT018,11,1,0,1695.7926,train,0,0,1,0
FDK20,12.6,0.041622264,2,OUT049,21,1,2,4042.7376,train,0,1,0,0
FDX09,9.0,0.064933297,3,OUT027,35,1,0,4763.799,train,0,0,0,1
FDM01,7.895,0.0945493,2,OUT035,16,0,1,1640.5312,train,0,1,0,0
DRI37,15.85,0.107076832,1,OUT027,35,1,0,1288.9888,train,0,0,0,1
FDL20,17.1,0.128674983,2,OUT045,18,0,1,2334.9606,train,0,1,0,0
FDU13,8.355,0.188322664,3,OUT018,11,1,0,2207.127,train,0,0,1,0
FDE05,10.895,0.0,3,OUT019,35,0,2,437.4306,train,1,0,0,0
FDE58,18.5,0.052025392,2,OUT013,33,2,0,2370.248,train,0,1,0,0
